Brax,10000000
Tom,2000
Sam,399
sadsa,0
Please,40
swag,0
Hi,50
fdsfds,40
fds,110
sd,60
blob,10
rew,40
rew,0
fds,20
Brax,30
gfdgfd,10
ada,250
dfdghnjm,80
123,90
fds,60
boddy,10
ABC,80
dfaa,30
sgsd,50
dsadsa,130
fdsfds,190
gfdgf,380
dfsfds,200
sada,190
